,Dataset,Triformer,TimesNet,PatchTST,Non-stationary Transformers,NLinear,Linear,Informer,FiLM,FEDformer,DLinear,Xgboost,TiDE,TCN,AutoTheta,AutoETS,AutoCES,RNN1,Random Forest,N-HiTS,N-BEATS,Naive Seasonal,Naive Moving Average,Naive Mean,Naive Drift,Linear Regression,Kalman Filter,RNN,Arima,Crossformer,LightGBM
11,Stationarity_False,24.94490122104854,1.7934165675770892,2.0654339142104554,2.4506980921064225,2.731806631616609,20.639279100901334,2.4076748320318977,2.2972247720981325,2.553246383279357,2.768152198969249,2.214109195451405,3.006641641913243,25.90685554890624,3.002882738680441,3.117821133436516,2.585362023795106,39.089692823195016,2.125237235313012,2.3054292990233205,2.268982878977417,3.287525676127561,3.287525676127561,13.66415708832087,3.1433114917948544,31141490090.363167,7.032232735882334,36.32014584203909,2.5003971435268406,36.82555890566308,4.431037807612237
12,Stationarity_True,6.308519515946039,0.961134293027858,1.003834455990839,1.132145353440072,1.2901207736465967,6.460889596362325,1.1328137775340634,1.0660630080960125,1.0571048104543883,1.1390270417844814,1.1001303593573424,1.342635772669981,7.870484437033376,1.5444758642250296,1.6182213020134402,1.1894610932459364,8.304547138413948,1.043234767216375,1.212034397758044,1.1618469505102342,1.5941385114693123,1.5941385114693123,1.970921062351158,1.677037304456632,15.848363131335857,3.171779373354365,9.21620935606983,1.257338641493268,9.380469582257714,1.1865155104534797
13,Transition_False,27.83057981468359,1.798797018388325,2.1018033783567605,2.2767829592001867,2.488740897257723,23.650859868310285,2.1358187347503885,2.36947585996378,2.676436756435995,2.682361873987161,2.3227993710288293,3.3032408403539453,27.98704262576758,2.1126006535468163,2.172331403227303,2.284323347798342,39.65138446138943,2.2775008643654053,2.3713877442164817,2.3584292264661806,2.5059626757747586,2.5059626757747586,14.810046834831924,2.2531749864259547,53122975432.52016,8.25858864255685,36.96059590277317,2.1565741331427217,37.37238921790423,4.983770560013969
14,Transition_True,11.97160309109792,1.2820454529804295,1.3968905030032994,1.7443614687833588,1.985359735614252,10.317223910985868,1.7788700952791363,1.5053119436212925,1.5713724491736247,1.8204962094549524,1.4738215547033882,1.8268055957887213,13.74421208703034,2.6031453972279617,2.7233712011376543,1.9487352108508775,19.90144293216897,1.3804492047948491,1.6012783810822813,1.543486887278814,2.684321654266078,2.684321654266078,5.890739508961867,2.738689008395927,57246.96658384709,3.9982102226645457,19.41357969223526,1.9304951532123125,19.7589828495868,2.098454888104371
15,Shifting_False,9.40099693381096,1.0624254300804372,1.1417452095277691,1.355222531105864,1.5632000370906751,9.484114209645014,1.485461227574907,1.2567303355986066,1.2617583194695876,1.4096299095508538,1.2285351493267125,1.709045060707603,12.498747519482349,2.174363417602567,2.24799895112918,1.4108625480450665,15.065782787438833,1.158628788740394,1.3901452767735891,1.3631806602788057,2.228214859795649,2.228214859795649,3.340665954905695,2.2882088482230305,74317.67625060672,4.121530928556998,15.380983182432688,1.6807162671479845,15.63917861428438,1.393824434577564
16,Shifting_True,25.56973007234044,1.8570458140195296,2.1381434638686176,2.506751733862938,2.747310483820644,20.464253766317007,2.3135348082582183,2.351734907474575,2.6457327618664377,2.822510918755854,2.306207934115577,2.9748565938820346,24.925362015490272,2.675552732610976,2.7986088683066024,2.6949367221724443,37.92125953628726,2.2237370396508043,2.345312551335916,2.2890135096343034,3.001831339507089,3.001831339507089,14.609656392799282,2.835665077030289,37197764490.81683,6.861797163543682,35.61176112475851,2.3313666774558146,36.09222954209616,4.83546613134778
0,Seasonality_False,2.006830667332151e+36,4.64662724822453e+21,4.576296999711862e+21,1.06382969610591e+17,5.528693177813141e+34,6.245410095787734e+22,4.694411906788575e+21,4.452413508951323e+21,4.522837786737424e+21,1.424259645007657e+34,1.13561190917207e+36,2.6755324170730057e+34,4.2290027094038255e+34,3.172063835983885e+34,3.0800785376150323e+34,3.6071392500848143e+34,2.2113996514492497e+36,2.043262543531584e+34,1.0691209436886011e+34,1.399195763922312e+34,3.209692473281528e+34,3.209692473281528e+34,1.1383994054792932e+36,3.139143905455449e+34,2.822716342274943e+34,3.2041346342876985e+34,2.006830667332151e+36,3.1024049877887813e+34,4.118832532704128e+22,7855955803664.263
1,Seasonality_True,8416437752.959616,2059259071.9664824,1442528946.9154687,2979288003.174072,2533245903.12492,6079318780.65631,1834539599.701892,1608038677.6508396,1304522063.6234994,1493482502.5140393,741112212.124182,21610571849.647976,8314705741.468531,7669324279.6848,8623945437.583939,3223895424.9738274,20945783268.13464,936479645.779084,1405083386.6630597,2010812821.938564,7739247682.276466,7739247682.276466,3761738515.932639,8581488121.509429,2.1804598562338e+29,4393584266.653247,17297087926.963917,1380673767.522579,17295376252.432446,2186789476.55387
2,freq_Daily,6.695295575445741e+36,1.5509645902351149e+22,1.5274895579440694e+22,3.528835959570868e+17,1.8445121242151527e+35,2.084610905234537e+23,1.5669142909977157e+22,1.4861393701728984e+22,1.5096457879632931e+22,4.751691039375276e+34,3.788689058160997e+36,8.926254041056907e+34,1.4109024537909931e+35,1.0582808660347854e+35,1.0275922398741258e+35,1.1512146542823876e+35,6.695295575445741e+36,6.816841545165008e+34,3.5668583505406093e+34,4.668071581657254e+34,1.0708347328313238e+35,1.0708347328313238e+35,3.797988852107804e+36,1.047297943120615e+35,9.416567446774404e+34,1.0689804969244203e+35,6.695295575445741e+36,1.0350409093357316e+35,1.3747957394411444e+23,
3,freq_Hourly,29601823.962956555,820171.2686645786,3220765.8619311173,6885310.973935693,3467739.316102605,28825199.607024185,4911311.419849577,6686108.172192021,3293669.860185353,3237132.5859120777,3166630.7938973275,3823475.4242268857,76448321.76753777,34095059.35645032,33733172.66256908,,1065961181.961488,2179340.7374498816,2395532.1074326485,2034798.3688709512,33749131.375353806,33749131.375353806,30484938.65622096,33914917.05267468,610222.2470292259,44820949.29281234,1065959685.958564,25234359.99652883,1066103434.3414848,
4,freq_Monthly,1318155226295153.5,3179363796586.3506,2393123635399.0005,4752386522195.77,5004417126650.089,1488363114865824.0,1722940103388.3691,5616811096052.146,5110405852518.753,123641847327.93924,45341202216.703705,214885860261203.3,2237480276883636.5,29493929677469.61,43054827484475.21,42839653539933.47,1318155971004224.8,34118932023.658905,134210198973051.66,746062671237818.4,38341556567.601006,38341556567.601006,96062504633405.08,29668429788046.99,9.441248855333782e+25,59875274458286.77,1318155966741939.0,29655016273249.01,1318155966593081.0,14579673100475.309
5,freq_Other,5865233646.458103,533695293.82457006,822023440.4909477,757096457.8664472,901524619.966531,7483647648.284313,702029555.54311,1100284065.5708814,1258123435.4051943,1244626292.0252428,1083521244.1393552,500169679.0315994,7160659657.465601,725534709.424145,555027807.8143291,551224603.5522825,73114833965.6251,1005533222.3207238,384268036.2684384,354523863.1201622,887486920.5638905,887486920.5638905,3402777833.1928387,700825633.6083131,634544646.2512223,610179300.9377307,72735179089.3895,720850368.3247205,72720374989.16565,
6,freq_Quarterly,690635530.3033341,20063181.53102235,15865340.811337324,49201969.00007011,109921886.25855152,804063605.1215861,24438448.428313527,17201178.456044175,41585967.93557285,40872009.3120748,19962499.632076778,32866669.10271859,819868628.8241601,51052170.96114837,53252319.39417553,59825880.9151766,693948267.8900424,21350465.25946175,16638261.52286491,28398548.00208524,79646066.6726538,79646066.6726538,200118174.10954383,83700124.64856647,22387445.09926175,62003640.95658626,691792860.9776524,23387632.52375968,691786890.1842753,62581385.9079033
7,freq_Weekly,10278059.72257868,135067.58204798697,173123.94209934628,144330.14258348194,194787.95975439216,1857275.458586864,159298.1736036081,177767.5959247692,185535.34362249792,269134.86024513457,219279.17351014577,147716.0582236786,2525740.7885974785,180837.29788238436,176517.6372219591,215095.0402942781,24780217.23395929,211396.7070628832,128245.9361312712,143553.97040210734,185498.81533262023,185498.81533262023,9352310.613849131,186924.0650741354,48759020.379921295,203273.48571571568,24764154.143361043,162484.0394554525,24788420.554823004,256501.43686272125
8,freq_Yearly,2109341702226.0508,139094932768.97888,174197165527.60056,266243794929.7348,218890653400.74146,2470917879998.577,152387512836.6729,164700349177.90973,202229117984.15384,202616369247.33588,177881320963.93637,129495603241.3871,2763309942903.209,124442147894.55415,152569870172.00684,98196964602.44246,6187900366797.612,160547058917.88132,27742810300.442936,17908036984.01145,221852382051.28467,221852382051.28467,898375295745.0117,165910752448.38568,7.669791460653407e+30,87150420865.95956,2109341365059.2825,161937861929.67325,2109341410178.7173,798283899826.8616
9,Trend_False,3.969315284678601e+16,4486338594204433.5,4642614398744475.0,1.0378375358016814e+16,6904355569798230.0,6.580093401055099e+16,3707183785903017.5,4820182803996880.0,4675986332247695.0,7737163156500042.0,3392093226370268.5,4439787588419319.0,8702482498567709.0,2012967757201307.2,3776167877358829.0,2204292774282059.2,4.392413507549179e+16,9984674999135004.0,3274414775639665.0,2470618452894296.0,1856817809404630.8,1856817809404630.8,2.0318802755669464e+16,1854491150297092.0,2.8419632065620707e+30,2987858399473977.0,4.104121733344902e+16,5712586468237161.0,4.104121781326673e+16,476086293.1271528
10,Trend_True,2.3328994209817985e+36,5.401782008044655e+21,5.32002171556129e+21,1.1231450135822998e+17,6.426992233705768e+34,7.2603933561708305e+22,5.457333212293593e+21,5.176004816636396e+21,5.257874409000086e+21,1.6556725762932403e+34,1.3201255135738246e+36,3.110251466759439e+34,4.916128765968148e+34,3.6874590401399895e+34,3.580528020599208e+34,4.228181878723063e+34,2.8339471289108613e+36,2.3752507285806224e+34,1.242831132238146e+34,1.6265363294621662e+34,3.731201557928351e+34,3.731201557928351e+34,1.323365920762616e+36,3.649190297231728e+34,3.2811115453748725e+34,3.724740684282319e+34,2.3328994209817985e+36,3.609024223341696e+34,4.788211696639484e+22,7969736029937.921
11,Stationarity_False,2.0302040527097424e+36,4.700757179381826e+21,4.629607633062707e+21,1.0575963249580656e+17,5.593085395045538e+34,6.318164719834506e+22,4.749098495525651e+21,4.504280986983723e+21,4.575525657950612e+21,1.440847875446038e+34,1.1488382840847812e+36,2.70669411461554e+34,4.278257542758141e+34,3.2090085925533744e+34,3.1159519492709493e+34,3.613355776151312e+34,2.4186510793479745e+36,2.0670602478595976e+34,1.0815729040053667e+34,1.4154920774784157e+34,3.2470754873757345e+34,3.2470754873757345e+34,1.1516582461234126e+36,3.175705246405788e+34,2.855606165822836e+34,3.241452916705843e+34,2.0302040527097424e+36,3.140463523725671e+34,4.166814027567254e+22,7086394005680.98
12,Stationarity_True,4799339045.007263,808166896.6248177,753161547.2146863,2079819370.8876443,800055822.6243234,2893133495.864358,675186691.9689069,852926753.8889728,616857311.4204438,828718301.6902969,288855351.5404179,590582984.8127433,3782172345.8047376,6377147761.437793,6457519269.441152,133294650.00929624,14007471501.231094,389138328.4721495,688851409.0685084,607977182.9225734,6437246541.499174,6437246541.499174,2090895207.7046,6742301132.008244,1846543037962.2104,2520151371.088109,13278669044.867926,666140246.3951094,13276714173.650028,626106890.9591613
13,Transition_False,5.343118589093591e+16,5954017975699402.0,6160912272133615.0,1.3768915078746844e+16,9163143871732638.0,8.816821896820878e+16,4919459423405539.0,6398369171068532.0,6206786612904298.0,1.026518927129944e+16,4500460807961608.0,6015692362261860.0,1.2851760806008546e+16,2687882239493849.0,5035067633450036.0,2615747877053031.5,7.030406074179138e+16,1.324692484329553e+16,4422483145049664.0,3712822505888029.5,2463591775530726.0,2463591775530726.0,2.701374399631364e+16,2477750926256304.5,4.007260619116255e+30,3998986726056928.0,5.521968024109466e+16,7596350177501317.0,5.521968087863306e+16,10955880794556.06
14,Transition_True,1.911837335763225e+36,4.426633522850698e+21,4.359632883102213e+21,9.211552872686512e+16,5.266992480922237e+34,5.949721836230854e+22,4.472156430877824e+21,4.241614414856852e+21,4.308704623685515e+21,1.3568423133409486e+34,1.0818577183588453e+36,2.548886087536742e+34,4.028822862085499e+34,3.021914191255766e+34,2.9342830170737013e+34,3.759120912795694e+34,2.0656587596593516e+36,1.946544709067707e+34,1.0185141027905068e+34,1.332964831090892e+34,3.0577616769707224e+34,3.0577616769707224e+34,1.0845132685256842e+36,2.990552525670565e+34,2.68889476448205e+34,3.0524669182910134e+34,1.911837335763225e+36,2.957259740959233e+34,3.923827017575142e+22,1577421142.8104775
15,Shifting_False,555674067782576.7,1339371831099.3823,1008345040469.1052,2067004441647.532,2108363421027.0264,627427018619476.2,725487175994.3341,2367360698529.1567,2153882349661.1567,51655236733.73396,18809858930.934406,90587614068294.31,943220975767634.8,12432480696507.44,18148463033342.52,20216629522322.727,609051345437827.1,14004919689.885994,56576530621328.88,314506313538378.25,15288199754.736153,15288199754.736153,40494374679528.25,12505623328237.863,8.020785832315849e+17,25239740951263.37,555677004148790.1,12500728010814.29,555677003516540.9,10236000612216.248
16,Shifting_True,2.425144894791672e+36,5.615430877294728e+21,5.530437047015157e+21,1.280096117281899e+17,6.681122754052444e+34,7.547553643798802e+22,5.673178451105528e+21,5.380724331033517e+21,5.465831795849911e+21,1.7211397369863095e+34,1.3723247650258528e+36,3.2332343170438003e+34,5.11051804106867e+34,3.833265328766467e+34,3.72210613613181e+34,4.425645781766329e+34,2.886641090633782e+36,2.469170820850591e+34,1.291974076690814e+34,1.6908514100999183e+34,3.878737475034622e+34,3.878737475034622e+34,1.3756933015689483e+36,3.7934833966096966e+34,3.4111146144830267e+34,3.8720211311589934e+34,2.425144894791672e+36,3.751833682106072e+34,4.977592972712761e+22,381694267605.8601
0,Seasonality_False,138.94503622316168,20.497369662322036,21.671234473539705,22.04957009559372,27.153511352018327,104.33663047522236,21.413370447486685,22.33114910926615,26.76645149440712,26.966001185964377,26.837666871862123,30.968421175489045,140.17355451585567,25.69747274615775,25.18999179035893,21.80528253097508,162.64835434039716,25.31645441552236,24.126547002808103,25.70502736863542,22.753136488806568,22.753136488806568,45.34045636604155,25.96142450320055,33.41338068552973,44.55070163164988,160.55335153670885,24.491106432986008,166.8591797385413,35.61360286495762
1,Seasonality_True,107.9567353883078,10.927450852604649,12.26334005502955,15.189807294450288,20.93764064859461,85.33995245625559,14.3008346473562,13.53667591633546,19.040526227461893,19.62764892645259,13.404059797343717,14.566236361899891,121.33506907549987,27.17936632624358,26.385648981884845,19.226790542521133,149.8299527987259,12.789743827157524,13.556817820043324,15.793592626253618,21.60597828237729,21.60597828237729,45.386469180755086,23.685795453808915,19.182796174040863,57.40859102766802,155.6116383727062,19.868132817567066,161.0742091116547,18.26327898350139
2,freq_Daily,71.53240822447555,19.54674608450753,20.66153956876576,22.204792958646667,24.89534808015382,51.94295642814829,21.10667631108266,20.506901791390025,25.42175214567077,26.79234506425358,25.922725175405667,26.1967585442107,77.60638685764191,24.65169490742419,25.82569167956598,24.45682983212545,114.2760402995482,25.388043587268243,23.46401703836368,23.51570247828908,23.78659862147482,23.78659862147482,42.84340763579375,24.51316491190269,26.46286753743099,22.00437204227901,112.61258321928842,25.98399838256346,120.25641421125673,
3,freq_Hourly,36.42075510630112,23.85850472955276,25.52955494499749,30.702499712474346,29.860181167713023,33.84864269080446,29.39561015111805,28.33680847272314,28.479770458604943,27.319420865886915,28.921457189356463,31.18081939355265,41.590111641809465,49.23469072091352,48.71372796737968,,77.35607072921941,24.273774740192707,24.469210392029616,24.060587224927836,49.58005232115617,49.58005232115617,43.16450179334832,50.21606249282833,28.473100968709723,70.38234476371454,70.49165923423483,36.71327132146891,73.12367416405658,
4,freq_Monthly,118.47545956015212,13.401884027264508,13.718449019680206,16.37771779058773,21.481260023363298,71.99620615578863,15.250472307422694,15.14790935344474,14.67788145091061,16.285455250196385,14.903312458232342,17.17190590576863,137.9809218101761,18.22276065436684,20.19073276720713,18.7495836245651,192.16782238372903,13.95508309142195,14.903879506598004,14.698464843155444,21.00110091136354,21.00110091136354,28.82031557043972,22.252471186333143,17.214198746514107,18.3549473022928,192.24951503667364,16.22646458253606,193.17749101462653,16.490505934049715
5,freq_Other,115.9901520792103,9.8533300677088,10.95239308027503,12.069171809915236,13.9160304773595,104.2762555286754,10.39029848424236,13.576041126357392,13.804114132441905,13.841096286702872,12.205525738083168,10.283164814511018,122.73908176918512,12.93466297184894,12.943725893916165,11.656829963974936,151.97029809087968,11.150674330410972,10.101885089032823,9.770143684144124,13.905457586459653,13.905457586459653,36.15157463966664,13.25789721567847,12.015374619443303,15.013137423276516,151.26441997493308,12.09694662604004,157.85790381957736,
6,freq_Quarterly,191.48944746792844,13.990656588331923,14.42508960877636,16.753241232484584,23.06745428259837,156.78920382132105,15.103315078676951,15.994358481303856,16.812966748809586,18.070196243924386,16.348247196302356,18.29477343134376,192.9389304561365,16.571540598566937,17.25114727793291,17.44026710767529,198.9297293083752,15.481911994819862,15.648044111316514,15.031471426362211,18.24149600901787,18.24149600901787,35.98846276682364,18.583168572620355,15.999938854118357,19.524276437269197,198.35945942587577,14.23486646221246,198.2377231435765,21.732783250701583
7,freq_Weekly,75.39233466030277,17.13724608270985,17.95749827941794,18.2702755247072,40.25472251251527,59.21001005469109,17.443097995784758,17.811245844712833,53.29270724796392,50.16367699563587,36.48215844179086,39.46143027655974,71.95945342462218,63.42593984254102,49.86945067515728,30.52547626222725,138.11106769807762,35.27619161288892,32.1955413582215,53.56004075175269,14.48990038440943,14.48990038440943,113.55874286568604,37.11205055959648,56.27948280781565,19.287578658662355,106.533995572504,43.37100332731022,144.66108166532962,51.59264327739002
8,freq_Yearly,199.30726060925463,18.99019482976593,22.23719056428785,20.280997937323733,22.0181318205574,157.22099091533937,21.386476733373847,22.118398031139204,23.86350686025715,23.539994076530583,21.33280924655713,30.445624347268453,199.5991143277958,19.314349929665276,19.464488626267816,20.271608399486134,199.77129969823773,20.602325299758537,20.77626793536624,20.24661709937012,19.93489660382313,19.93489660382313,42.55438904668521,20.112343454858344,41.91875981567303,157.05078897291122,197.9455716538625,20.26802888390501,198.2114511751333,36.93901864343356
9,Trend_False,119.7600220954377,25.24272994373965,26.261028507251392,27.89430207420388,37.37442867063724,94.50339833993488,26.992524103343538,27.307319364963607,34.807741016978454,34.97198480761803,33.30665880787352,36.80183957135982,129.15270851586465,39.62929941474199,39.814335815501344,31.52789039516868,136.0764268280202,31.2615656326786,30.05348683710792,33.385195392631566,32.50661253996398,32.50661253996398,47.50334385593237,37.1663108843558,40.21038122207835,48.91058679595055,133.3987684261324,35.0194400085877,142.82384446150013,34.69300612837005
10,Trend_True,133.4238305669657,9.246896613517691,10.67853076830169,11.70866936448224,13.463362714030245,99.2267516161784,11.215913809589628,11.441857083358029,13.917465855951862,14.43525791106949,11.220633874552563,13.747218843056688,136.24278280803156,14.322204962286168,12.98589154950873,11.957478048287069,180.2183946288658,10.831672652178533,11.090256866267676,11.582533333555444,13.19063768432237,13.19063768432237,43.43977157958178,14.27498450020124,16.91971856624712,50.06167572335384,181.2221674878689,11.686040073051403,184.12522920454452,24.34768156540545
11,Stationarity_False,135.17731180616448,10.75378591702087,12.206029528489315,13.396850639367631,16.610151538972797,100.90198260651046,12.904253661911271,12.939982328075995,16.42450339526472,16.800375525177238,13.454571046893768,16.224771294774815,139.83571956968953,16.94694395703748,15.36534951397426,14.98108542239211,178.3119441306357,12.85312511866744,12.885163095392455,14.324534717859423,14.808806680616527,14.808806680616527,43.55447022661728,16.305623159899543,21.16799780762436,47.75710487967968,178.281175247411,13.941647057723776,183.2642554653448,27.269239072151397
12,Stationarity_True,114.32270150184584,26.119902219306645,27.023736330387795,28.538787334362457,37.30610553679243,90.97591422962928,27.5461159871256,28.17191978286352,35.12229364690726,35.433842392956805,34.2807411365506,37.594070971411455,122.19428706435816,40.645220125830754,41.51282189956277,31.215652461564115,129.73832538419884,32.23194801189118,31.07975651138233,33.519201578116565,33.87596508106932,33.87596508106932,48.1394601813549,38.61497082555759,38.31954700000927,52.23372108707854,128.36579981258356,36.21179514312868,135.8882317312139,31.22855441573613
13,Transition_False,144.5911907463046,9.4350038742905,10.984471314823937,11.39885485714372,17.038568948043924,110.83447684982669,10.859693308155313,11.62236251499407,21.93205348469322,21.215748705171407,16.403890664624303,19.14292805775352,146.94154009518297,20.905252847299117,20.089339429832503,13.553987393342078,173.6759649775058,15.90507590886741,15.284454450050722,19.78454540818558,11.328731856404724,11.328731856404724,61.19398552094935,14.6726229200248,25.62877107923541,56.75447662820545,172.32282940460613,18.520140673026276,180.77495371122995,31.45407030674076
14,Transition_True,117.24008272341514,20.868927639140598,21.93245274262692,23.70732126861241,29.01326325874116,89.35049453861564,22.97800343016827,22.97251811807868,24.802988759384096,25.74131980814217,24.54457821296389,27.663703199168307,125.13594710468809,29.23365239186707,28.724884303935497,25.50424097721238,150.6241982589303,23.002486893619874,22.671823480831737,23.031131200932304,28.376337098809625,28.376337098809625,36.6100233738772,30.83289142610677,29.17879963056721,45.52068493591722,151.0876038186157,25.01992870068524,155.69983783715605,26.486069407860885
15,Shifting_False,120.183007309727,21.881006649192795,22.76315959220297,24.25835540727404,30.673660861778213,92.45592896380693,23.983126479014736,23.94466876284484,27.81109196494446,28.464837814806025,27.310404492601094,31.617709217287157,128.54415100276245,31.01832353893204,30.949667794328537,26.881874738932108,148.94294631295725,26.254459861654414,26.02220804560389,27.34718904780744,28.60492866701149,28.60492866701149,38.18594186449515,31.76186271752503,34.251262389045344,48.15022211050643,148.2797017807066,28.02152438439145,155.0311198292327,29.07262032930277
16,Shifting_True,133.55413632396963,11.873380549833502,13.453353236062236,14.454286625745617,19.012583188526023,101.39854949785686,13.509494644214094,14.074396304889646,19.87436742078109,19.93023739635525,16.159171791747784,17.86030966024918,137.11297414800214,21.66768602197439,20.51710676576116,15.32911597673164,167.49604885470154,14.876967832529022,14.24772936462901,16.572743717184036,16.2085529230044,16.2085529230044,52.30994599970109,18.608074272290995,21.774630339673976,50.84417134750268,168.68987661576384,17.550405523497567,173.92399234983415,28.252164626230552
0,Seasonality_False,2.013302191492955e+16,974866017.9866976,967861552.6608793,5989622.61340006,3341679919926565.0,3696694570.7164006,979211963.1509358,956219345.6689504,961703063.0975562,1696087954568621.5,1.5144973166714998e+16,2324655952167105.0,2922621928718266.5,2531188606462525.0,2494219407146092.5,2785191038923727.0,2.2185308591401484e+16,2031494519717861.2,1469491342429670.5,1681097446592594.2,2546157465567248.5,2546157465567248.5,1.5163551579132096e+16,2518019913009812.0,2408743275195472.5,2543952076543750.0,2.013302191500568e+16,2503241742559904.5,3009371459.867265,73018.24605129752
1,Seasonality_True,8264.91175541238,2206.7595162915404,2108.11055632078,2979.0379132185026,3142.488614039293,7613.13727215209,2387.8479508820096,2191.04764519178,2355.275216612018,2498.334825006076,1904.855735922605,4488.7152579948415,8624.807510871424,3883.946344771273,4216.656930038391,2995.121572488689,14471.68944918221,1980.2561858342676,2003.6662840255856,2157.9500839675943,4156.593333956912,4156.593333956912,4759.813443410181,4289.423909617062,8363919745868.279,4367.637545557637,12831.831172303242,2349.3217219499893,12835.90887128035,3011.5305152077217
2,freq_Daily,6.716886219621259e+16,3253864535.7705183,3230487575.177949,19774499.9531072,1.114869089179853e+16,12337753389.018623,3268381496.9239244,3191605248.163642,3209908601.6691093,5658579152973551.0,5.0527467754962536e+16,7755641252377160.0,9750607255369222.0,8444686516405099.0,8321347900594019.0,8888907570831397.0,6.716886219646599e+16,6777580436037944.0,4902595441962460.0,5608567019502012.0,8494626423167251.0,8494626423167251.0,5.058945004568181e+16,8400752418502565.0,7965799828014526.0,8487268686386083.0,6.716886219646599e+16,8351448697548742.0,10043657882.986048,
3,freq_Hourly,806.3901270313637,206.0640308518889,311.20635155876545,490.1691409150242,333.55619286547324,792.7069309530956,380.3448312166462,412.4601789361619,332.2730548666472,330.3272949611099,320.64725917374824,330.6713363726068,1239.6940932117266,887.5978953517086,884.5457211238964,,4375.413288017727,281.30516861083373,280.91843751834926,270.01655092221307,883.7829352187135,883.7829352187135,824.0687558868668,887.8935162232796,204.28310298418177,979.4557908950148,4363.936404966275,624.7752308304098,4371.2120239328,
